Ðò,»úÖÖÐÍºÅ,²úÆ·S/NÌõÂë,Éú²úÈÕÆÚ,Éú²úÏßÌå,Ä£¾ß±àÂë,ÖÎ¾ß±àºÅ,°ó¶¨²ÄÁÏ(BR),°ó¶¨²ÄÁÏ(FR),¿Õ¸ñ¼ü,¿¾¼ÜºÅ,¿¾Ïä±àºÅ,Done X/Y 100%Õ¾,Peak forceÕ¾,ÏäºÅ
10,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2227051J,2024-03-20 21:53:37,Line16,19009A06 19006B02,X1777US0219,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
11,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2237391J,2024-03-20 21:55:04,Line16,19009A06 19006B02,X1777US0081,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
12,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2242371J,2024-03-20 21:55:08,Line16,19009A06 19006B02,X1777US0263,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
13,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2243371J,2024-03-20 21:55:49,Line16,19009A06 19006B02,X1777US0065,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
14,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2243911J,2024-03-20 21:54:32,Line16,19009A06 19006B02,X1777US0119,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
15,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2250811J,2024-03-20 21:59:21,Line16,19009A06 19006B02,X1777US0293,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
16,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2269291J,2024-03-20 21:56:43,Line16,19009A06 19006B02,X1777US0031,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
17,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2298511J,2024-03-20 21:53:06,Line16,19009A06 19006B02,X1777US0167,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
18,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2308741J,2024-03-20 21:56:10,Line16,19009A06 19006B02,X1777US0047,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
19,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2310111J,2024-03-20 21:59:15,Line16,19009A06 19006B02,X1777US0335,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
20,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2312601J,2024-03-20 21:59:33,Line16,19009A06 19006B02,X1777US0122,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
21,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2314661J,2024-03-20 21:56:33,Line16,19009A06 19006B02,X1777US0167,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
22,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2317071J,2024-03-20 21:53:52,Line16,19009A06 19006B02,X1777US0335,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
23,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2317431J,2024-03-20 21:59:25,Line16,19009A06 19006B02,X1777US0254,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
24,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2330031J,2024-03-20 21:55:13,Line16,19009A06 19006B02,X1777US0137,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
25,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2334361J,2024-03-20 21:55:33,Line16,19009A06 19006B02,X1777US0032,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
26,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2346771J,2024-03-20 21:56:55,Line16,19009A06 19006B02,X1777US0154,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
27,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2365541J,2024-03-20 21:55:23,Line16,19009A06 19006B02,X1777US0296,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
28,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2368001J,2024-03-20 21:55:28,Line16,19009A06 19006B02,X1777US0332,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
29,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2371091J,2024-03-20 21:54:27,Line16,19009A06 19006B02,X1777US0282,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
30,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2373691J,2024-03-20 21:56:28,Line16,19009A06 19006B02,X1777US0062,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
31,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2378331J,2024-03-20 21:56:24,Line16,19009A06 19006B02,X1777US0110,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
32,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2380551J,2024-03-20 21:56:15,Line16,19009A06 19006B02,X1777US0214,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
33,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2392631J,2024-03-20 21:54:02,Line16,19009A06 19006B02,X1777US0254,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
34,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2395391J,2024-03-20 21:56:38,Line16,19009A06 19006B02,X1777US0219,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
35,RLK-ISO LLitech LY2 Black glue,MB231029V2007UKLY2398111J,2024-03-20 21:53:57,Line16,19009A06 19006B02,X1777US0108,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,184,¿¾ÏäL34,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
36,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2000721J,2024-03-21 02:35:37,Line16,19009A06 19006B02,X1777US0263,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
37,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2024691J,2024-03-21 02:47:28,Line16,19009A06 19006B02,X1777US0254,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
38,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2024711J,2024-03-21 02:48:09,Line16,19009A06 19006B02,X1777US0001,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
39,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2024851J,2024-03-21 02:48:14,Line16,19009A06 19006B02,X1777US0062,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
40,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2025581J,2024-03-21 02:54:34,Line16,19009A06 19006B02,X1777US0062,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
41,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2025601J,2024-03-21 02:48:04,Line16,19009A06 19006B02,X1777US0192,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
42,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2025631J,2024-03-21 02:47:59,Line16,19009A06 19006B02,X1777US0083,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
43,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2036611J,2024-03-21 02:35:42,Line16,19009A06 19006B02,X1777US0338,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
44,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2073061J,2024-03-21 02:56:20,Line16,19009A06 19006B02,X1777US0169,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
45,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2073191J,2024-03-21 02:56:31,Line16,19009A06 19006B02,X1777US0263,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
46,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2073211J,2024-03-21 02:56:25,Line16,19009A06 19006B02,X1777US0167,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
47,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2201411J,2024-03-21 02:32:20,Line16,19009A06 19006B02,X1777US0212,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
48,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2217091J,2024-03-21 02:32:29,Line16,19009A06 19006B02,X1777US0065,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
49,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2219011J,2024-03-21 02:32:22,Line16,19009A06 19006B02,X1777US0071,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
50,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247161J,2024-03-21 02:48:45,Line16,19009A06 19006B02,X1777US0338,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
51,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247171J,2024-03-21 02:48:50,Line16,19009A06 19006B02,X1777US0296,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
52,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247181J,2024-03-21 02:48:56,Line16,19009A06 19006B02,X1777US0293,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
53,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247261J,2024-03-21 02:49:22,Line16,19009A06 19006B02,X1777US0263,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
54,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247351J,2024-03-21 02:50:08,Line16,19009A06 19006B02,X1777US0081,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
55,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247401J,2024-03-21 02:50:13,Line16,19009A06 19006B02,X1777US0122,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
56,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247561J,2024-03-21 02:49:06,Line16,19009A06 19006B02,X1777US0071,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
57,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247591J,2024-03-21 02:49:16,Line16,19009A06 19006B02,X1777US0214,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
58,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247781J,2024-03-21 02:49:52,Line16,19009A06 19006B02,X1777US0212,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
59,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2247811J,2024-03-21 02:49:58,Line16,19009A06 19006B02,X1777US0063,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
60,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2248051J,2024-03-21 02:49:32,Line16,19009A06 19006B02,X1777US0043,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
61,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2248061J,2024-03-21 02:49:37,Line16,19009A06 19006B02,X1777US0167,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
62,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2248181J,2024-03-21 02:49:27,Line16,19009A06 19006B02,X1777US0110,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
63,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2249101J,2024-03-21 02:52:02,Line16,19009A06 19006B02,X1777US0137,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
64,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2249151J,2024-03-21 02:52:06,Line16,19009A06 19006B02,X1777US0293,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
65,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2249181J,2024-03-21 02:52:11,Line16,19009A06 19006B02,X1777US0296,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
66,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2251621J,2024-03-21 02:51:15,Line16,19009A06 19006B02,X1777US0083,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
67,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2251711J,2024-03-21 02:51:32,Line16,19009A06 19006B02,X1777US0219,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
68,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2251721J,2024-03-21 02:51:36,Line16,19009A06 19006B02,X1777US0303,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
69,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2251741J,2024-03-21 02:51:42,Line16,19009A06 19006B02,X1777US0154,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
70,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258131J,2024-03-21 02:58:00,Line16,19009A06 19006B02,X1777US0192,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
71,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258171J,2024-03-21 02:58:05,Line16,19009A06 19006B02,X1777US0119,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
72,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258251J,2024-03-21 02:58:10,Line16,19009A06 19006B02,X1777US0062,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
73,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258351J,2024-03-21 02:53:51,Line16,19009A06 19006B02,X1777US0032,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
74,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258541J,2024-03-21 02:53:30,Line16,19009A06 19006B02,X1777US0031,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
75,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258571J,2024-03-21 02:53:35,Line16,19009A06 19006B02,X1777US0122,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
76,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258891J,2024-03-21 02:52:16,Line16,19009A06 19006B02,X1777US0071,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
77,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2258921J,2024-03-21 02:52:22,Line16,19009A06 19006B02,X1777US0134,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
78,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2259991J,2024-03-21 02:52:32,Line16,19009A06 19006B02,X1777US0169,BR19009A06IRID240218A440010,SR19006B02IRID231227B410010,BR19009A17IRID240122A840010,329,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323011400
